tv,err,link,dot_last2,dot_bar,wt2_trough,wt2_now,close,zone_low,zone_top,pct_of_range,wk_wt2,wk_wt1,range_pct,med_price,likely_pref,in_zone,pass_4h,pass_wk,flag,bucket
NASDAQ:NAVN,,https://www.tradingview.com/chart/?symbol=NASDAQ%3ANAVN,False,,-91.66835654689159,-66.62693940852667,22.420000076293945,8.470000267028809,13.69150004196167,0.6305084931328765,37.31318181745453,18.320631348284614,1.0397085682525595,21.280000686645508,False,False,False,False,False,
NYSE:PRM,,https://www.tradingview.com/chart/?symbol=NYSE%3APRM,False,,-7.958846230048628,-3.9582953153191625,31.56999969482422,20.63050079345703,24.680142822265623,0.6375185071561004,-15.821196924615966,-21.072110699809734,0.5438827428532461,31.549999237060547,False,False,False,False,False,
TSX:OGC,,https://www.tradingview.com/chart/?symbol=TSX%3AOGC,False,,-31.85462052561863,-31.85462052561863,40.150001525878906,31.170000076293945,36.09295977020264,0.43048907037047096,16.722266251236828,18.477308711869068,0.5100243991385687,40.900001525878906,False,False,False,False,False,
NYSE:OUT,,https://www.tradingview.com/chart/?symbol=NYSE%3AOUT,False,,-69.70860021919917,-53.77063314434636,28.1299991607666,25.6299991607666,27.602817512512207,0.29906453347717055,-35.891293362418324,-43.48103871689642,0.271894602938663,30.7450008392334,False,False,False,False,False,
NYSE:ENVA,,https://www.tradingview.com/chart/?symbol=NYSE%3AENVA,False,,-60.398241512919334,-60.398241512919334,173.50999450683594,129.72000122070312,161.87736352539062,0.32137083625235385,29.31803971954948,8.892432192809128,0.7666254391494638,177.74000549316406,False,False,False,False,False,
NASDAQ:LYFT,,https://www.tradingview.com/chart/?symbol=NASDAQ%3ALYFT,False,,-75.9646926270987,-33.652646168746934,15.6899995803833,12.645099639892578,13.841596160888672,0.6005837654735283,47.54637713679273,32.96097622145651,0.3540433394372043,14.319999694824219,False,False,False,False,False,
NASDAQ:NXST,,https://www.tradingview.com/chart/?symbol=NASDAQ%3ANXST,False,,-71.38775659088782,-35.72140711565245,168.9199981689453,154.6199951171875,176.63879583740234,0.1532690523474575,-21.775822546341345,-34.72245646745485,0.5017478063079892,185.9499969482422,False,True,False,False,False,
NASDAQ:KLIC,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AKLIC,False,,-2.2703471146318264,-2.2703471146318264,78.79000091552734,61.470001220703125,78.55404107666016,0.23925956404001475,-31.620634947334157,-35.626028969364064,0.7968956660938742,90.83999633789062,False,False,False,False,False,
NASDAQ:OZK,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AOZK,False,,-32.109849683727596,-5.006666653171827,49.18000030517578,43.40999984741211,45.70627973937988,0.5930113801873318,6.810957222167453,-3.090476573786443,0.1979251336948191,49.15999984741211,False,False,False,False,False,
NASDAQ:FIGR,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AFIGR,False,,-29.141908193879882,-29.141908193879882,33.27000045776367,24.889999389648438,29.285499389648436,0.4499329432545092,18.347429839873687,19.606493459170753,0.5574678265508183,33.40999984741211,False,False,False,False,False,
NASDAQ:ACIW,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AACIW,False,,-32.55393167266248,-1.0156851352026408,51.310001373291016,38.91999816894531,43.98219834899902,0.5776225064640887,27.197263858878014,18.51132117191945,0.4793831997983228,44.744998931884766,False,False,False,False,False,
NYSE:PATH,,https://www.tradingview.com/chart/?symbol=NYSE%3APATH,False,,-49.949235264810596,-25.706826235769885,14.244999885559082,9.369999885559082,11.560079822540283,0.525323290978066,61.96700797955569,50.327561645219404,0.8096812592797963,11.461299896240234,False,False,False,False,False,
NASDAQ:SBRA,,https://www.tradingview.com/chart/?symbol=NASDAQ%3ASBRA,False,,-60.17491161628346,-60.17491161628346,20.280000686645508,17.674999237060547,18.800719345092773,0.5461218447778239,36.75058341433638,32.08388177175539,0.2340541642875386,20.379899978637695,False,False,False,False,False,
NASDAQ:VSEC,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AVSEC,False,,-68.5319327557163,-68.5319327557163,177.97000122070312,158.5500030517578,178.97344146728517,0.2244048957195514,6.670777659436101,-10.212610369536392,0.43737993035063827,197.86000061035156,False,True,False,False,False,
NYSE:OR,,https://www.tradingview.com/chart/?symbol=NYSE%3AOR,True,2026-09-15 13:30,-54.85909335662939,-54.85909335662939,35.56999969482422,27.8799991607666,31.72679943084717,0.471779140745352,14.143060181582838,16.31479579326207,0.4541655453220905,35.88999938964844,False,False,False,False,False,
NYSE:MUR,,https://www.tradingview.com/chart/?symbol=NYSE%3AMUR,False,,51.281201550200564,58.75535279925817,40.40999984741211,31.520000457763672,34.19860009765625,0.783259963419233,16.858159537072428,31.929463833854243,0.3011408566642379,37.689998626708984,False,False,False,False,False,
TSX:OTEX,,https://www.tradingview.com/chart/?symbol=TSX%3AOTEX,False,,-62.95973206386994,-1.7569057926531144,32.97999954223633,28.030000686645508,30.243680488586428,0.5277184753166088,24.13531568396557,15.950471675090217,0.2936756106426708,31.940000534057617,False,False,False,False,False,
NYSE:GVA,,https://www.tradingview.com/chart/?symbol=NYSE%3AGVA,False,,-67.5854649431926,-59.95964344024884,114.18000030517578,110.86000061035156,122.50188104248046,0.06730183603468227,-33.63205606608068,-40.338618119115104,0.3936951367086391,125.30000305175781,False,True,False,False,False,
NYSE:AX,,https://www.tradingview.com/chart/?symbol=NYSE%3AAX,False,,-56.191961509176174,-47.802657696703015,92.80000305175781,81.76000213623047,87.37916156005859,0.46367081258026727,15.490247377692704,0.3022209582374842,0.2538379188053507,93.80000305175781,False,False,False,False,False,
NASDAQ:DOX,,https://www.tradingview.com/chart/?symbol=NASDAQ%3ADOX,False,,-45.414009811177515,20.178053430959633,62.29999923706055,49.849998474121094,54.53223941040039,0.6275200742635271,21.62232467135345,27.192962739594073,0.3199670296530103,62.00640106201172,False,False,False,False,False,
NASDAQ:REYN,,https://www.tradingview.com/chart/?symbol=NASDAQ%3AREYN,False,,-55.2361348115933,-26.059144734777053,21.950000762939453,20.549999237060547,22.114679489135742,0.21116158376078456,-4.467858245098609,-18.527877131477958,0.29986435482101115,22.110000610351562,False,True,False,False,False,
